name,age,country,year,sports,gold_medal,silver_medal,brone_medal,total_medal,Date
Jere Lehtinen,32.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Nicklas Lidström,35.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Ylva Lindberg,29.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Jenny Lindqvist,27.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Stefan Liv,25.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Kristina Lundberg,20.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Henrik Lundqvist,23.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Toni Lydman,28.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Carla MacLeod,23.0,Canada,2006,Ice Hockey,1,0,0,1,2006-02-26
Marek Malík,30.0,Czech Republic,2006,Ice Hockey,0,0,1,1,2006-02-26
Kim Martin,19.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Fredrik Modin,31.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Frida Nevalainen,19.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Antti Jussi Niemi,28.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Ville Nieminen,28.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Antero Niittymäki,25.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Fredrik Norrena,32.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Petteri Nummelin,33.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Teppo Numminen,37.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Emilie O'Konor,22.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Mattias Öhlund,29.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Rostislav Olesz,20.0,Czech Republic,2006,Ice Hockey,0,0,1,1,2006-02-26
Caroline Ouellette,26.0,Canada,2006,Ice Hockey,1,0,0,1,2006-02-26
Samuel Påhlsson,28.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Sarah Parsons,18.0,United States,2006,Ice Hockey,0,0,1,1,2006-02-26
Ville Peltonen,32.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Cherie Piper,24.0,Canada,2006,Ice Hockey,1,0,0,1,2006-02-26
Cheryl Pounder,29.0,Canada,2006,Ice Hockey,1,0,0,1,2006-02-26
Václav Prospal,30.0,Czech Republic,2006,Ice Hockey,0,0,1,1,2006-02-26
Helen Resor,20.0,United States,2006,Ice Hockey,0,0,1,1,2006-02-26
Maria Rooth,26.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Martin Rucinský,34.0,Czech Republic,2006,Ice Hockey,0,0,1,1,2006-02-26
Angela Ruggiero,26.0,United States,2006,Ice Hockey,0,0,1,1,2006-02-26
Danijela Rundqvist,21.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Jarkko Ruutu,30.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Sami Salo,31.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Mikael Samuelsson,29.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Jenny Schmidgall Potter,27.0,United States,2006,Ice Hockey,0,0,1,1,2006-02-26
Daniel Sedin,25.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Henrik Sedin,25.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Teemu Selänne,35.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Therese Sjölander,24.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Colleen Sostorics,26.0,Canada,2006,Ice Hockey,1,0,0,1,2006-02-26
Jaroslav Špacek,32.0,Czech Republic,2006,Ice Hockey,0,0,1,1,2006-02-26
Kim St Pierre,27.0,Canada,2006,Ice Hockey,1,0,0,1,2006-02-26
Kelly Stephens,22.0,United States,2006,Ice Hockey,0,0,1,1,2006-02-26
Martin Straka,33.0,Czech Republic,2006,Ice Hockey,0,0,1,1,2006-02-26
Mats Sundin,35.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Ronnie Sundin,35.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Vicky Sunohara,35.0,Canada,2006,Ice Hockey,1,0,0,1,2006-02-26
Mikael Tellqvist,26.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Katarina Timglas,20.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Kimmo Timonen,30.0,Finland,2006,Ice Hockey,0,1,0,1,2006-02-26
Daniel Tjärnqvist,29.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Sarah Vaillancourt,20.0,Canada,2006,Ice Hockey,1,0,0,1,2006-02-26
Anna Vikman,25.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Tomáš Vokoun,29.0,Czech Republic,2006,Ice Hockey,0,0,1,1,2006-02-26
David Výborný,31.0,Czech Republic,2006,Ice Hockey,0,0,1,1,2006-02-26
Lyndsay Wall,20.0,United States,2006,Ice Hockey,0,0,1,1,2006-02-26
Katie Weatherston,22.0,Canada,2006,Ice Hockey,1,0,0,1,2006-02-26
Krissy Wendell,24.0,United States,2006,Ice Hockey,0,0,1,1,2006-02-26
Hayley Wickenheiser,27.0,Canada,2006,Ice Hockey,1,0,0,1,2006-02-26
Pernilla Winberg,16.0,Sweden,2006,Ice Hockey,0,1,0,1,2006-02-26
Henrik Zetterberg,25.0,Sweden,2006,Ice Hockey,1,0,0,1,2006-02-26
Marek Židlický,29.0,Czech Republic,2006,Ice Hockey,0,0,1,1,2006-02-26
Maksim Afinogenov,22.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Annica Åhlén,27.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Lotta Almblad,29.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Tony Amonte,31.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Anna Andersson,20.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Gunilla Andersson,26.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Dana Antal,24.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Chris Bailey,30.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Laurie Baker,25.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Tom Barrasso,36.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Kelly Béchard,24.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Emelie Berggren,19.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Kristina Bergstrand,38.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Rob Blake,32.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Jennifer Botterill,22.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Eric Brewer,22.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Thérèse Brisson,35.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Martin Brodeur,29.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Pavel Bure,30.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Valery Bure,27.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Karyn Bye,30.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Cassie Campbell,28.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Isabelle Chartrand,23.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Chris Chelios,40.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Julie Chu,19.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Natalie Darwitz,18.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Pavel Datsyuk,23.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Adam Deadmarsh,26.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Sara DeCosta,24.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Chris Drury,25.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Mike Dunham,29.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Tricia Dunn Luoma,27.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Lori Dupuis,29.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Ann Louise Edstrand,26.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Joa Elfsberg,22.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Theo Fleury,33.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Adam Foote,30.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Sergey Fyodorov,32.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Simon Gagné,21.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Sergey Gonchar,27.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Danielle Goyette,36.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Cammi Granato,30.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Bill Guerin,31.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Geraldine Heaney,34.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Jayna Hefford,24.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Erika Holst,22.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Phil Housley,37.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Brett Hull,37.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Jarome Iginla,24.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Nanna Jansson,18.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Curtis Joseph,34.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Ed Jovanovski,25.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Paul Kariya,27.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Darius Kasparaitis,29.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Becky Kellar,27.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Courtney Kennedy,22.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Nikolay Khabibulin,29.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Andrea Kilbourne,21.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Katie King,26.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Ilya Kovalchuk,18.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Aleksey Kovalyov,28.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Igor Kravchuk,35.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Oleg Kvasha,23.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Igor Larionov,41.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Maria Larsson,22.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
John LeClair,32.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Brian Leetch,33.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Mario Lemieux,36.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Ylva Lindberg,25.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Eric Lindros,28.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Ulrica Lindström,22.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Shelley Looney,30.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Al MacInnis,38.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Vladimir Malakhov,33.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Danny Markov,25.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Kim Martin,15.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Sue Merz,29.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Aaron Miller,30.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Boris Mironov,29.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
A. J. Mleczko,26.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Mike Modano,31.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Tara Mounsey,23.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Scott Niedermayer,28.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Joe Nieuwendyk,35.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Andrey Nikolishin,28.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Owen Nolan,29.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Caroline Ouellette,22.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Mike Peca,27.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Josefin Pettersson,18.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Cherie Piper,20.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Tom Poti,24.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Cheryl Pounder,25.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Chris Pronger,27.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Brian Rafalski,28.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Mike Richter,35.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Jeremy Roenick,32.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Brian Rolston,28.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Maria Rooth,22.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Angela Ruggiero,22.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Danijela Rundqvist,17.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Joe Sakic,32.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Sergey Samsonov,23.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Evelina Samuelsson,17.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Jenny Schmidgall Potter,23.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Brendan Shanahan,33.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Tammy Lee Shewchuk,24.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Therese Sjölander,20.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Sami Jo Small,25.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Ryan Smyth,25.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Colleen Sostorics,22.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Kim St Pierre,23.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Vicky Sunohara,31.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Gary Suter,37.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Keith Tkachuk,29.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Sarah Tueting,25.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Oleg Tverdovsky,25.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Anna Vikman,21.0,Sweden,2002,Ice Hockey,0,0,1,1,2002-02-24
Lyndsay Wall,16.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Doug Weight,31.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Krissy Wendell,20.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Hayley Wickenheiser,23.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Aleksey Yashin,28.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Mike York,24.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Scott Young,34.0,United States,2002,Ice Hockey,0,1,0,1,2002-02-24
Steve Yzerman,36.0,Canada,2002,Ice Hockey,1,0,0,1,2002-02-24
Aleksey Zhamnov,31.0,Russia,2002,Ice Hockey,0,0,1,1,2002-02-24
Marilyn Agliotti,33.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Lucha Aymar,34.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Sander Baart,24.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Billy Bakker,23.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Marcel Balkestein,31.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Ashleigh Ball,26.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Noel Barrionuevo,28.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Laura Bartlett,24.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Nathan Burgers,33.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Matthew Butturini,24.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Joel Carroll,25.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Martina Cavallero,22.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Chris Ciriello,26.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Crista Cullen,26.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Silvina D'Elia,26.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Alex Danson,27.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Merel de Blaey,25.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Eva de Goede,23.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Teun de Nooijer,36.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Bob de Voogd,23.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Sander de Wijn,22.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Liam De Young,30.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Timothy Deavin,28.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Oskar Deecke,26.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Carlien Dirkse van den Heuvel,25.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Jamie Dwyer,33.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Floris Evers,29.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Russell Ford,28.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Florian Fuchs,20.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Moritz Fürste,27.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Maartje Goderie,28.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Matt Gohdes,22.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Kieran Govers,24.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Florencia Habif,18.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Martin Häner,23.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Tobias Hauke,24.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Rogier Hofman,25.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Ellen Hoog,26.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Tim Jenniskens,25.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Wouter Jolie,27.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Kelly Jonker,22.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Fergus Kavanagh,27.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Robbert Kemperman,22.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Mark Knowles,27.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Oliver Korn,28.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Kim Lammers,31.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Rosario Luchetti,28.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Sofia Maccari,28.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Hannah Macleod,28.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Emily Maguire,24.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Delfina Merino,22.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Max Müller,25.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
María Mutio,27.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Eddie Ockenden,25.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Simon Orchard,26.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Ann Panter,28.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Maartje Paumen,26.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Sophie Polkamp,27.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Jan Philipp Rabente,25.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Carla Rebecchi,27.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Helen Richardson,30.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Ana Rodríguez,31.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Chloe Rogers,27.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Rocio Sánchez,23.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Maru Scarone,25.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Joyce Sombroek,21.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Dani Sruoga,24.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Jose Sruoga,21.0,Argentina,2012,Hockey,0,1,0,1,2012-08-12
Jaap Stockmann,28.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Beth Storry,34.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Thilo Stralkowski,25.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Matthew Swann,23.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Sarah Thomas,31.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Glenn Turner,28.0,Australia,2012,Hockey,0,0,1,1,2012-08-12
Georgie Twigg,21.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Laura Unsworth,24.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Naomi van As,29.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Robert van der Horst,27.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Mink van der Weerden,23.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Margot van Geffen,22.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Caia van Maasakker,23.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Kitty van Male,24.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Valentin Verga,22.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Klaas Vermeulen,24.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Kate Walsh,32.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Sally Walton,31.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Max Weinhold,30.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Lidewij Welten,22.0,Netherlands,2012,Hockey,1,0,0,1,2012-08-12
Christopher Wesley,25.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Roderick Weusthof,30.0,Netherlands,2012,Hockey,0,1,0,1,2012-08-12
Benjamin Weß,27.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Timo Weß,30.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Nicola White,24.0,Great Britain,2012,Hockey,0,0,1,1,2012-08-12
Matthias Witthaus,30.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Christopher Zeller,27.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Philipp Zeller,29.0,Germany,2012,Hockey,1,0,0,1,2012-08-12
Des Abbott,21.0,Australia,2008,Hockey,0,0,1,1,2008-08-24
Marilyn Agliotti,29.0,Netherlands,2008,Hockey,1,0,0,1,2008-08-24
Magdalena Aicega,34.0,Argentina,2008,Hockey,0,0,1,1,2008-08-24
David Alegre,23.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Ramón Alegre,27.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Pol Amat,30.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Eduard Arbós,25.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Lucha Aymar,31.0,Argentina,2008,Hockey,0,0,1,1,2008-08-24
Noel Barrionuevo,24.0,Argentina,2008,Hockey,0,0,1,1,2008-08-24
Sebastian Biederlack,26.0,Germany,2008,Hockey,1,0,0,1,2008-08-24
Minke Booij,31.0,Netherlands,2008,Hockey,1,0,0,1,2008-08-24
Travis Brooks,28.0,Australia,2008,Hockey,0,0,1,1,2008-08-24
Kiel Brown,24.0,Australia,2008,Hockey,0,0,1,1,2008-08-24
Claudia Burkart,28.0,Argentina,2008,Hockey,0,0,1,1,2008-08-24
Chen Qiuqi,28.0,China,2008,Hockey,0,1,0,1,2008-08-24
Chen Zhaoxia,33.0,China,2008,Hockey,0,1,0,1,2008-08-24
Cheng Hui,35.0,China,2008,Hockey,0,1,0,1,2008-08-24
Quico Cortés,25.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Eva de Goede,19.0,Netherlands,2008,Hockey,1,0,0,1,2008-08-24
Lisanne de Roever,29.0,Netherlands,2008,Hockey,1,0,0,1,2008-08-24
Liam De Young,26.0,Australia,2008,Hockey,0,0,1,1,2008-08-24
Wieke Dijkstra,24.0,Netherlands,2008,Hockey,1,0,0,1,2008-08-24
Luke Doerner,28.0,Australia,2008,Hockey,0,0,1,1,2008-08-24
Jamie Dwyer,29.0,Australia,2008,Hockey,0,0,1,1,2008-08-24
Sergi Enrique,20.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Alex Fábregas,27.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Kiko Fábregas,30.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Juan Fernández,23.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Santi Freixa,25.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Fu Baorong,30.0,China,2008,Hockey,0,1,0,1,2008-08-24
Moritz Fürste,23.0,Germany,2008,Hockey,1,0,0,1,2008-08-24
Gao Lihua,28.0,China,2008,Hockey,0,1,0,1,2008-08-24
Sole García,27.0,Argentina,2008,Hockey,0,0,1,1,2008-08-24
Rodrigo Garza,28.0,Spain,2008,Hockey,0,1,0,1,2008-08-24
Bevan George,31.0,Australia,2008,Hockey,0,0,1,1,2008-08-24
Maartje Goderie,24.0,Netherlands,2008,Hockey,1,0,0,1,2008-08-24
Mariana González,32.0,Argentina,2008,Hockey,0,0,1,1,2008-08-24
David Guest,26.0,Australia,2008,Hockey,0,0,1,1,2008-08-24
Alejandra Gulla,31.0,Argentina,2008,Hockey,0,0,1,1,2008-08-24
Rob Hammond,27.0,Australia,2008,Hockey,0,0,1,1,2008-08-24
Tobias Hauke,20.0,Germany,2008,Hockey,1,0,0,1,2008-08-24
Maripi Hernández,31.0,Argentina,2008,Hockey,0,0,1,1,2008-08-24
Ellen Hoog,22.0,Netherlands,2008,Hockey,1,0,0,1,2008-08-24
